time,wave_1,wave_2,wave_3,wave_4
2009.2490234375,0.10179288229467247,-0.13755634508440298,0.12811364152382898,0.11822188550983179
2009.2603118379238,0.10282484550006712,-0.1390534171286548,0.13143563688924007,0.12224719393384521
2009.2716002383474,0.10435336703284669,-0.1411719822346824,0.1364632714843658,0.12852064363773735
2009.2828886387713,0.10489307771100245,-0.14164609498824082,0.138498671580346,0.13144148982366258
2009.294177039195,0.1045878590917465,-0.14064638868979343,0.13796729047896508,0.13135250750804767
2009.3054654396187,0.10353641998529516,-0.13824861178378262,0.13516629274663589,0.12844447111302246
2009.3167538400423,0.10179245895815417,-0.13443231621225457,0.13025979443508756,0.12272507734733057
2009.3280422404662,0.09938247811318994,-0.1291120552943123,0.12332681800132196,0.1140430627359468
2009.3393306408898,0.09633471936207079,-0.1221941727205899,0.11444328197855846,0.10215209160996919
2009.3506190413136,0.09270900166168755,-0.11364559402866145,0.1037685251207274,0.0867869445445521
2009.3619074417372,0.0886141989194116,-0.10355334800001545,0.09159792290260248,0.06771287511509531
2009.373195842161,0.08420139908339476,-0.09215141817734318,0.07834689981888789,0.04471045689047183
2009.3844842425847,0.0796296854273075,-0.07980258999663804,0.06445814158406539,0.017488481956288566
2009.3957726430085,0.0750163531985398,-0.06694731206416231,0.050269368210025235,-0.014420647899014035
2009.4070610434321,0.07039593104951082,-0.054055936142577886,0.03592049158565806,-0.05165874916333869
2009.418349443856,0.06571203213680452,-0.041624185550606915,0.021385525589684113,-0.09477912503860178
2009.4296378442796,0.06084738799683941,-0.030221977594123678,0.006668503934300478,-0.1436358537747004
2009.4409262447034,0.05566427278873827,-0.020552916957012238,-0.007889065186142344,-0.1965340453084493
2009.452214645127,0.04999346427525433,-0.013440985708801383,-0.021343872019079668,-0.24953377199723178
2009.4635030455509,0.044815400034558896,-0.01171142355892266,-0.028051871930600845,-0.2918607412427042
2009.4747914459747,0.03746620422731968,-0.013000918907199783,-0.03189084495565014,-0.3227370423942755
